Frequency
572
632
588
650
2
3
596
642
1
637
579
4
1
627
624
596
642
1
1
1
619
658
1
1
611
666
1
2
1
1
1
1
1
655
622
1
624
638
1
629
635
653
601
1
3
653
581
638
628
2
3
1
640
611
602
600
1
1
1
2
1
1
1
1
1
1
1
1
2
